词语,频数
流动,12
负债,24
联众,135
信息,108
技术,110
股份,55
有限,154
公司,188
年度,81
报告,69
全文,42
所有,4
权益,22
合计,151
总计,1
调整,92
情况,52
说明,94
财政,15
修订,2
企业,122
会计,87
准则,3
收入,46
根据,29
业务,16
模式,58
合同,28
特征,1
规定,26
进行,3
该项,1
影响,257
应收,193
账款,152
减少,84
预付,7
款项,27
增加,101
存货,5
资产,75
到期,9
其他,281
长期,30
递延,13
所得,186
应付,56
预收,47
分配,261
利润,266
税率,51
增值,15
应税,26
城市,2
维护,2
建设,4
流转,95
税额,97
教育,5
附加,5
应交,18
福州,6
山西,14
安徽,10
福建,17
软件,39
系统,16
开发,12
电子,8
科技,56
广西,3
湖南,6
北京,18
广东,4
计算机,1
陕西,3
厦门,32
民生,9
商务,1
吉林,3
金融,13
控股,2
宁夏,2
健康,5
医疗,19
保险,13
经纪,2
责任,2
三明,3
网络,3
智能,8
数据,4
海南,11
广州,4
人力,2
资源,3
服务,24
医卫,4
长青,11
易达,1
天下,1
医药,1
通达,1
就医,2
惠民,2
发展,14
上海,6
山东,2
河南,1
融资,22
租赁,27
税收,12
优惠,13
通过,7
复审,4
科学,8
相关,37
部门,8
继续,7
认定,17
高新,11
中华,8
人民,8
共和,8
法规,8
缴纳,44
国家,17
税务,16
总局,16
关于,18
实施,3
小型,3
微利,3
普惠,1
减免,1
政策,17
有关,14
问题,3
公告,4
纳税,75
超过,78
部分,41
计入,54
符合,2
标准,2
适用,160
财税,14
进一步,9
鼓励,9
产业,19
集成,10
电路,9
通知,14
我国,9
境内,9
生产,15
获利,18
免缴,13
减半,16
征收,17
申请,9
备案,9
国务院,3
经济,4
特区,3
浦东,3
新区,3
设立,1
实行,2
过渡,2
国发,1
贯彻,2
落实,2
之后,1
完成,1
注册,1
需要,4
重点,1
扶持,1
取得,6
经营,6
所属,1
免征,4
按照,14
法定,2
证书,5
深化,1
改革,1
发生,18
销售,7
行为,1
分别,3
产品,4
自行,1
对其,1
实际,126
税负,1
中共,1
中央,1
加强,1
创新,1
实现,3
决定,1
从事,3
转让,4
咨询,1
营业,3
海关,1
总署,1
允许,1
生活,1
当期,6
抵扣,4
进项,3
上述,4
条件,1
享受,2
遵守,3
深圳,3
证券,2
交易,8
行业,3
披露,30
指引,2
上市,5
要求,4
退税,1
收益,36
金额,143
合并,98
财务,12
